timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784785213548,773,quotestoscrape,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,11273,128,8,8,https://quotes.toscrape.com/page/1/,470,0,0
1784785181460,33388,httpbin,200,OK,Non Gui TestCases using CSV files 1-5,text,true,,490,116,8,8,https://httpbin.org/get,33388,0,0
1784785214849,419,freecsstemplate,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: (internal_error) Received fatal alert: internal_error,Non Gui TestCases using CSV files 1-5,text,false,,3045,0,8,8,https://www.free-css.com/,0,0,419
1784785214060,1454,Practice Automation,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,47772,246,8,8,https://www.easycalculation.com/,526,0,0
1784785214060,526,Practice Automation-0,301,Moved Permanently,Non Gui TestCases using CSV files 1-9,text,true,,362,121,8,8,https://easycalculation.com/,526,0,0
1784785214586,928,Practice Automation-1,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,47410,125,8,8,https://www.easycalculation.com/,631,0,0
1784785214322,1269,bookstoscrape,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,51579,130,8,8,https://books.toscrape.com/index.html,359,0,0
1784785215515,97,example,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,872,113,8,8,https://example.com/,96,0,0
1784785215612,83,W3org,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,54790,112,8,8,https://www.w3.org/,71,0,0
1784785215270,619,quotestoscrape,200,OK,Non Gui TestCases using CSV files 1-5,text,true,,11273,128,8,8,https://quotes.toscrape.com/page/1/,314,0,0
1784785215596,366,Gui ,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,14907,114,8,8,https://octoperf.com/,244,0,0
1784785215696,718,info,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,2450,143,8,8,https://info.cern.ch/hypertext/WWW/TheProject.html,717,0,477
1784785216415,114,wikkepedia,403,Forbidden,Non Gui TestCases using CSV files 1-9,text,false,,329,119,8,8,https://www.wikipedia.org/,114,0,0
1784785215891,1197,bookstoscrape,200,OK,Non Gui TestCases using CSV files 1-5,text,true,,51579,130,8,8,https://books.toscrape.com/index.html,308,0,0
1784785215963,1165,Practice Automation,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,47772,246,8,8,https://www.easycalculation.com/,290,0,0
1784785215963,290,Practice Automation-0,301,Moved Permanently,Non Gui TestCases using CSV files 1-10,text,true,,362,121,8,8,https://easycalculation.com/,290,0,0
1784785216253,875,Practice Automation-1,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,47410,125,8,8,https://www.easycalculation.com/,590,0,0
